COMMIT_URL,HTML_COMMIT_URL
https://api.github.com/repos/0xjac/ERC777/commits/d800b39446e34adbb0b429b1d7c8ffba71f18b7b,https://github.com/0xjac/ERC777/commit/d800b39446e34adbb0b429b1d7c8ffba71f18b7b
https://api.github.com/repos/5to6/5to6-codemod/commits/03a26108cb1de6d0cdda12291cf6e9ebbfc1e0b4,https://github.com/5to6/5to6-codemod/commit/03a26108cb1de6d0cdda12291cf6e9ebbfc1e0b4
https://api.github.com/repos/accessibilitysupported/a11ysupport.io/commits/720dcad8526486c9804667e33c8ed7b2eba98bdb,https://github.com/accessibilitysupported/a11ysupport.io/commit/720dcad8526486c9804667e33c8ed7b2eba98bdb
https://api.github.com/repos/AlecAivazis/redux-responsive/commits/8caaa7e02d3fc44a893f8ec58249d31cd5215c0a,https://github.com/AlecAivazis/redux-responsive/commit/8caaa7e02d3fc44a893f8ec58249d31cd5215c0a
https://api.github.com/repos/all-contributors/all-contributors-cli/commits/190813c61e98cf5c91a09c77501840c2be2ab712,https://github.com/all-contributors/all-contributors-cli/commit/190813c61e98cf5c91a09c77501840c2be2ab712
https://api.github.com/repos/amino/amino/commits/f5312c00161305129b693ae3f8187fb4a354add4,https://github.com/amino/amino/commit/f5312c00161305129b693ae3f8187fb4a354add4
https://api.github.com/repos/anshooarora/extentx/commits/e0c999dcaca89d7a4a7c184a7e78bcedbf793950,https://github.com/anshooarora/extentx/commit/e0c999dcaca89d7a4a7c184a7e78bcedbf793950
https://api.github.com/repos/anthonynosek/sprint-reader-chrome/commits/ba1f3aef607a150889b2f9572c63fea75fceb27b,https://github.com/anthonynosek/sprint-reader-chrome/commit/ba1f3aef607a150889b2f9572c63fea75fceb27b
https://api.github.com/repos/apache/cordova-node-xcode/commits/0e0386ad7ddd90acfafd6b8d391f3943dc687ede,https://github.com/apache/cordova-node-xcode/commit/0e0386ad7ddd90acfafd6b8d391f3943dc687ede
https://api.github.com/repos/apache/cordova-plugin-whitelist/commits/e4f17b09ed71586a94f3f0e9103b8d24d0be741a,https://github.com/apache/cordova-plugin-whitelist/commit/e4f17b09ed71586a94f3f0e9103b8d24d0be741a
https://api.github.com/repos/apigee-127/swagger-test-templates/commits/232a50eb7edc00c33c73f59e64eb1b7bb829cf3f,https://github.com/apigee-127/swagger-test-templates/commit/232a50eb7edc00c33c73f59e64eb1b7bb829cf3f
https://api.github.com/repos/apigee-127/swagger-test-templates/commits/dc6036d946ae4a231e47c09cb4d6f193458f5531,https://github.com/apigee-127/swagger-test-templates/commit/dc6036d946ae4a231e47c09cb4d6f193458f5531
https://api.github.com/repos/arboleya/coffee-toaster/commits/09f422cdaf27798544aff4543b50b6095bc44542,https://github.com/arboleya/coffee-toaster/commit/09f422cdaf27798544aff4543b50b6095bc44542
https://api.github.com/repos/atom/etch/commits/010c47e6d84c4ffe0673a04e80f62a41a0328676,https://github.com/atom/etch/commit/010c47e6d84c4ffe0673a04e80f62a41a0328676
https://api.github.com/repos/atom/git-utils/commits/c15904da1de721c296187f299647d05335da5ed0,https://github.com/atom/git-utils/commit/c15904da1de721c296187f299647d05335da5ed0
https://api.github.com/repos/atom/snippets/commits/5293428e656173eb71f63fa54fe599bf7bc75517,https://github.com/atom/snippets/commit/5293428e656173eb71f63fa54fe599bf7bc75517
https://api.github.com/repos/atom/sort-lines/commits/793626e40799fae1a347cf8aa7b640478c31c5f0,https://github.com/atom/sort-lines/commit/793626e40799fae1a347cf8aa7b640478c31c5f0
https://api.github.com/repos/ausi/cq-prolyfill/commits/dbcc062a14e51ccd7837b5e795647741d3184c9b,https://github.com/ausi/cq-prolyfill/commit/dbcc062a14e51ccd7837b5e795647741d3184c9b
https://api.github.com/repos/autoNumeric/autoNumeric/commits/a87dd7ae2f7fe150c1ab2427d9b0bcc462b789ca,https://github.com/autoNumeric/autoNumeric/commit/a87dd7ae2f7fe150c1ab2427d9b0bcc462b789ca
https://api.github.com/repos/balderdashy/sails.io.js/commits/5c974b6b703562584a2780cb78a5d8aa96f98011,https://github.com/balderdashy/sails.io.js/commit/5c974b6b703562584a2780cb78a5d8aa96f98011
https://api.github.com/repos/balderdashy/waterline/commits/969ec2b5184933fa69d9a5376b01cba9e8da22f3,https://github.com/balderdashy/waterline/commit/969ec2b5184933fa69d9a5376b01cba9e8da22f3
https://api.github.com/repos/balderdashy/waterline/commits/cfc141b34902434bc79f27a14cc86ba5b04e0a01,https://github.com/balderdashy/waterline/commit/cfc141b34902434bc79f27a14cc86ba5b04e0a01
https://api.github.com/repos/balderdashy/waterline/commits/dc47820e171745e80fe0f154af2104fdd1d632b5,https://github.com/balderdashy/waterline/commit/dc47820e171745e80fe0f154af2104fdd1d632b5
https://api.github.com/repos/bbc/peaks.js/commits/f829b6e72eb07cc9e1e5214f9bf5fae617c33557,https://github.com/bbc/peaks.js/commit/f829b6e72eb07cc9e1e5214f9bf5fae617c33557
https://api.github.com/repos/benface/tailwindcss-filters/commits/b9a419553011652d95c6734bf8d05f03c8cb9483,https://github.com/benface/tailwindcss-filters/commit/b9a419553011652d95c6734bf8d05f03c8cb9483
https://api.github.com/repos/benjamn/reify/commits/adfc8d761838d961a9abc0be4f6d178a3be71ca2,https://github.com/benjamn/reify/commit/adfc8d761838d961a9abc0be4f6d178a3be71ca2
https://api.github.com/repos/bespokejs/bespoke/commits/ea420418bf3f9ac00e2a1578c0f4c8622781ab4b,https://github.com/bespokejs/bespoke/commit/ea420418bf3f9ac00e2a1578c0f4c8622781ab4b
https://api.github.com/repos/blakehaswell/mongoose-unique-validator/commits/0c639c838c8f0acba71cae00b0e04aed997a9b0b,https://github.com/blakehaswell/mongoose-unique-validator/commit/0c639c838c8f0acba71cae00b0e04aed997a9b0b
https://api.github.com/repos/Blizzard/node-rdkafka/commits/5a15a6c19df5e7e5dd1778305df1aeed60bf36b1,https://github.com/Blizzard/node-rdkafka/commit/5a15a6c19df5e7e5dd1778305df1aeed60bf36b1
https://api.github.com/repos/borodean/postcss-assets/commits/5c67d3b11b4c53d14705fb8ecd6beae4bd289689,https://github.com/borodean/postcss-assets/commit/5c67d3b11b4c53d14705fb8ecd6beae4bd289689
https://api.github.com/repos/borodean/postcss-assets/commits/8070c9f13209b80b1881fc83de027b3895656046,https://github.com/borodean/postcss-assets/commit/8070c9f13209b80b1881fc83de027b3895656046
https://api.github.com/repos/breejs/bree/commits/a8f7b13bd33c2f0a982ae28ec27278877fcdf829,https://github.com/breejs/bree/commit/a8f7b13bd33c2f0a982ae28ec27278877fcdf829
https://api.github.com/repos/breejs/bree/commits/b06a2f5e1d5984bb9430a0f4015e8e4bc80f95ea,https://github.com/breejs/bree/commit/b06a2f5e1d5984bb9430a0f4015e8e4bc80f95ea
https://api.github.com/repos/brehaut/color-js/commits/5dfcbaaf54bf329427be0c59a9aac6ebc0f8e874,https://github.com/brehaut/color-js/commit/5dfcbaaf54bf329427be0c59a9aac6ebc0f8e874
https://api.github.com/repos/brenden/node-webshot/commits/a66d9bbe1da7243d4d56b3b72fbef7bd983b8912,https://github.com/brenden/node-webshot/commit/a66d9bbe1da7243d4d56b3b72fbef7bd983b8912
https://api.github.com/repos/BRIKEV/express-jsdoc-swagger/commits/302647d3e2e54dce9d4f4cc80042dfa805330902,https://github.com/BRIKEV/express-jsdoc-swagger/commit/302647d3e2e54dce9d4f4cc80042dfa805330902
https://api.github.com/repos/BRIKEV/express-jsdoc-swagger/commits/e0fca35c7b19f0bad9dbfff02331c38177d0b564,https://github.com/BRIKEV/express-jsdoc-swagger/commit/e0fca35c7b19f0bad9dbfff02331c38177d0b564
https://api.github.com/repos/britecharts/britecharts/commits/c8c79f12cb9b6bc24b2f8b14b255324aab9bfcbe,https://github.com/britecharts/britecharts/commit/c8c79f12cb9b6bc24b2f8b14b255324aab9bfcbe
https://api.github.com/repos/britecharts/britecharts/commits/dbfdddc8c5baf39315f8422a2c3cfd69c4d4c6ae,https://github.com/britecharts/britecharts/commit/dbfdddc8c5baf39315f8422a2c3cfd69c4d4c6ae
https://api.github.com/repos/bustle/mobiledoc-kit/commits/e7798031d7f36631b068164b494a1dcf236a4497,https://github.com/bustle/mobiledoc-kit/commit/e7798031d7f36631b068164b494a1dcf236a4497
https://api.github.com/repos/caolan/async/commits/bf67791e75d329a39f71f81e055091ad76088f81,https://github.com/caolan/async/commit/bf67791e75d329a39f71f81e055091ad76088f81
https://api.github.com/repos/carbon-design-system/carbon/commits/8ab436ea56d54c96be5492fffd640c4d20a6bc21,https://github.com/carbon-design-system/carbon/commit/8ab436ea56d54c96be5492fffd640c4d20a6bc21
https://api.github.com/repos/carboneio/carbone/commits/7c59fa6bd9e34db1c750b6855c171945bfdafaf5,https://github.com/carboneio/carbone/commit/7c59fa6bd9e34db1c750b6855c171945bfdafaf5
https://api.github.com/repos/carboneio/carbone/commits/b116ee1377ce46de64836b289b37f171a9012723,https://github.com/carboneio/carbone/commit/b116ee1377ce46de64836b289b37f171a9012723
https://api.github.com/repos/carhartl/jquery-cookie/commits/cd21803f2b253fe2520d9649e1185003e04006ee,https://github.com/carhartl/jquery-cookie/commit/cd21803f2b253fe2520d9649e1185003e04006ee
https://api.github.com/repos/ceejbot/fivebeans/commits/38ce9f66a88b8331be78b046874b759ea8d70ebc,https://github.com/ceejbot/fivebeans/commit/38ce9f66a88b8331be78b046874b759ea8d70ebc
https://api.github.com/repos/chill117/express-mysql-session/commits/138109e3e15ed44044048efaec3371b72526c426,https://github.com/chill117/express-mysql-session/commit/138109e3e15ed44044048efaec3371b72526c426
https://api.github.com/repos/chill117/express-mysql-session/commits/5d9d3f837e74f45fd96b8c7930bc379f953943d0,https://github.com/chill117/express-mysql-session/commit/5d9d3f837e74f45fd96b8c7930bc379f953943d0
https://api.github.com/repos/chill117/express-mysql-session/commits/66101dd33d1b39af23266c32226a5d84c10125be,https://github.com/chill117/express-mysql-session/commit/66101dd33d1b39af23266c32226a5d84c10125be
https://api.github.com/repos/chill117/express-mysql-session/commits/92a691797d96c4f18c3722e31afdee25b7831e78,https://github.com/chill117/express-mysql-session/commit/92a691797d96c4f18c3722e31afdee25b7831e78
https://api.github.com/repos/chill117/express-mysql-session/commits/e56b5b3a52ea09473c288cbe993c52e94d581db5,https://github.com/chill117/express-mysql-session/commit/e56b5b3a52ea09473c288cbe993c52e94d581db5
https://api.github.com/repos/chill117/express-mysql-session/commits/f7f4a3d0021a56ea0bb2caa7514c990d63fff639,https://github.com/chill117/express-mysql-session/commit/f7f4a3d0021a56ea0bb2caa7514c990d63fff639
https://api.github.com/repos/choojs/bankai/commits/d5598b1dcbfab520956dfcdeaf1b2e79fb15b4e8,https://github.com/choojs/bankai/commit/d5598b1dcbfab520956dfcdeaf1b2e79fb15b4e8
https://api.github.com/repos/ChrisWren/grunt-nodemon/commits/df46923abe40c9950a1cc43a831acc73ec3000d4,https://github.com/ChrisWren/grunt-nodemon/commit/df46923abe40c9950a1cc43a831acc73ec3000d4
https://api.github.com/repos/Clarifai/clarifai-javascript/commits/20e757b891304fb0739204c0583b2ce1af61fb53,https://github.com/Clarifai/clarifai-javascript/commit/20e757b891304fb0739204c0583b2ce1af61fb53
https://api.github.com/repos/cloudhead/node-static/commits/80668c03f9b3ea992b76cb5aa1c8a63ce6eb8dac,https://github.com/cloudhead/node-static/commit/80668c03f9b3ea992b76cb5aa1c8a63ce6eb8dac
https://api.github.com/repos/cloverfield-tools/cloverfield/commits/671749cbd031277a7dd05e37a4ca66909aef9f7c,https://github.com/cloverfield-tools/cloverfield/commit/671749cbd031277a7dd05e37a4ca66909aef9f7c
https://api.github.com/repos/CognizantStudio/react-loader/commits/a63b095c3e5d28111005b14d212f3a0faaa3e014,https://github.com/CognizantStudio/react-loader/commit/a63b095c3e5d28111005b14d212f3a0faaa3e014
https://api.github.com/repos/ConsenSys/Tokens/commits/aeea5f64718c6c8113f0f4e1e2c9abe329f03860,https://github.com/ConsenSys/Tokens/commit/aeea5f64718c6c8113f0f4e1e2c9abe329f03860
https://api.github.com/repos/coryhouse/react-slingshot/commits/a86d1c7d85c1fce160c9b6f9867cba68742b84b0,https://github.com/coryhouse/react-slingshot/commit/a86d1c7d85c1fce160c9b6f9867cba68742b84b0
https://api.github.com/repos/creationix/wheat/commits/48f637150deed629254cc666d6acef9a82734487,https://github.com/creationix/wheat/commit/48f637150deed629254cc666d6acef9a82734487
https://api.github.com/repos/d3/d3-array/commits/ebe6bb68f0e9906ce7955e4e4e6129d6bcfc2b74,https://github.com/d3/d3-array/commit/ebe6bb68f0e9906ce7955e4e4e6129d6bcfc2b74
https://api.github.com/repos/d3/d3-color/commits/57cf95b3e0c315ac441b7ca80efc8e2b6c295dcd,https://github.com/d3/d3-color/commit/57cf95b3e0c315ac441b7ca80efc8e2b6c295dcd
https://api.github.com/repos/d3/d3-color/commits/c6749b53510fd965c4eaae5a329b713aec1780b5,https://github.com/d3/d3-color/commit/c6749b53510fd965c4eaae5a329b713aec1780b5
https://api.github.com/repos/d3/d3-scale/commits/5210b74360c33c5083e625432e7db5a7fc293d7b,https://github.com/d3/d3-scale/commit/5210b74360c33c5083e625432e7db5a7fc293d7b
https://api.github.com/repos/dareid/chakram/commits/bf1035af14cb90de9ac4e83cc89e40e82fa2e194,https://github.com/dareid/chakram/commit/bf1035af14cb90de9ac4e83cc89e40e82fa2e194
https://api.github.com/repos/ded/script.js/commits/fe88c60d859760c87b51ce3db5515288743098a8,https://github.com/ded/script.js/commit/fe88c60d859760c87b51ce3db5515288743098a8
https://api.github.com/repos/developit/greenlet/commits/46e92aade7b9ceead17cd2ccbcd22811d587fadb,https://github.com/developit/greenlet/commit/46e92aade7b9ceead17cd2ccbcd22811d587fadb
https://api.github.com/repos/developit/greenlet/commits/92e451df0f928fdaeb7be2e678e59a32e6d3b85f,https://github.com/developit/greenlet/commit/92e451df0f928fdaeb7be2e678e59a32e6d3b85f
https://api.github.com/repos/DianaIonita/serverless-api-gateway-caching/commits/7351a210c27787536f36f18a894f654b985c21c1,https://github.com/DianaIonita/serverless-api-gateway-caching/commit/7351a210c27787536f36f18a894f654b985c21c1
https://api.github.com/repos/dleitee/strman/commits/1f7641779a3b2dfa758b3c83296ada07cad7edb9,https://github.com/dleitee/strman/commit/1f7641779a3b2dfa758b3c83296ada07cad7edb9
https://api.github.com/repos/docsbydoxdox/doxdox/commits/baa7716c0fd9ecc67e4ef2bdd5ffbdd72298637d,https://github.com/docsbydoxdox/doxdox/commit/baa7716c0fd9ecc67e4ef2bdd5ffbdd72298637d
https://api.github.com/repos/electrode-io/electrode-csrf-jwt/commits/4a5a2dfe7960fdceab34d66456358a92075eb777,https://github.com/electrode-io/electrode-csrf-jwt/commit/4a5a2dfe7960fdceab34d66456358a92075eb777
https://api.github.com/repos/enricomarino/is/commits/bfaa3042d5022c43425b3946f8f8d2f1a0565d46,https://github.com/enricomarino/is/commit/bfaa3042d5022c43425b3946f8f8d2f1a0565d46
https://api.github.com/repos/enricomarino/is/commits/d07ff656f3306bae763f881972ddd43cb2e6ce52,https://github.com/enricomarino/is/commit/d07ff656f3306bae763f881972ddd43cb2e6ce52
https://api.github.com/repos/enricostara/telegram.link/commits/27ecb2658a28b79ee5437f9a83719afb4457ab1c,https://github.com/enricostara/telegram.link/commit/27ecb2658a28b79ee5437f9a83719afb4457ab1c
https://api.github.com/repos/ericelliott/ogen/commits/c5092d1f963800cd2708dd0f00c2d70edface40f,https://github.com/ericelliott/ogen/commit/c5092d1f963800cd2708dd0f00c2d70edface40f
https://api.github.com/repos/ericelliott/rfx/commits/a3303288b88faa97cbda416ec8009118ed5705b1,https://github.com/ericelliott/rfx/commit/a3303288b88faa97cbda416ec8009118ed5705b1
https://api.github.com/repos/ericholiveira/studio/commits/079ef1edabbe9c87d2a83da9b6609f3ac0fa856e,https://github.com/ericholiveira/studio/commit/079ef1edabbe9c87d2a83da9b6609f3ac0fa856e
https://api.github.com/repos/eslint/espree/commits/9a4cff3626d50a88428ca1b66610a2bdedd774dd,https://github.com/eslint/espree/commit/9a4cff3626d50a88428ca1b66610a2bdedd774dd
https://api.github.com/repos/ether/etherpad-lite/commits/e4f011df760b2eb6cd1142a14a4dbd17c4eed2b6,https://github.com/ether/etherpad-lite/commit/e4f011df760b2eb6cd1142a14a4dbd17c4eed2b6
https://api.github.com/repos/expressjs/body-parser/commits/56a2b73c26b2238bc3050ad90af9ab9c62f4eb97,https://github.com/expressjs/body-parser/commit/56a2b73c26b2238bc3050ad90af9ab9c62f4eb97
https://api.github.com/repos/expressjs/body-parser/commits/57b1426c652a6b6d4a75430fd970b46a5ed190a5,https://github.com/expressjs/body-parser/commit/57b1426c652a6b6d4a75430fd970b46a5ed190a5
https://api.github.com/repos/expressjs/cookie-session/commits/6ccda01b19bff02b3bf3b6c50ff4ea07dacc3ffa,https://github.com/expressjs/cookie-session/commit/6ccda01b19bff02b3bf3b6c50ff4ea07dacc3ffa
https://api.github.com/repos/fantasyland/daggy/commits/069f5792f590cdc48f589823fbbcaab1c13eae24,https://github.com/fantasyland/daggy/commit/069f5792f590cdc48f589823fbbcaab1c13eae24
https://api.github.com/repos/fantasyland/daggy/commits/670c3f6571e0620f5e884e9353eb71295ea2d3dd,https://github.com/fantasyland/daggy/commit/670c3f6571e0620f5e884e9353eb71295ea2d3dd
https://api.github.com/repos/findmypast-oss/git-mob/commits/191a90ebbaeb7860d0824ae811e659f790beadd9,https://github.com/findmypast-oss/git-mob/commit/191a90ebbaeb7860d0824ae811e659f790beadd9
https://api.github.com/repos/findmypast-oss/git-mob/commits/5a37b55f5ff1d1ba12983736765d652924c99e4a,https://github.com/findmypast-oss/git-mob/commit/5a37b55f5ff1d1ba12983736765d652924c99e4a
https://api.github.com/repos/flatiron/prompt/commits/262ff2d7dc4fc57a9be37c715a912f95fafba69b,https://github.com/flatiron/prompt/commit/262ff2d7dc4fc57a9be37c715a912f95fafba69b
https://api.github.com/repos/florian/cookie.js/commits/cbbda347dd606f9799dda797a4ed751c2dc50c1b,https://github.com/florian/cookie.js/commit/cbbda347dd606f9799dda797a4ed751c2dc50c1b
https://api.github.com/repos/follow-redirects/follow-redirects/commits/591b53a3c216a8ab9126b7ac222e261d3f8917ca,https://github.com/follow-redirects/follow-redirects/commit/591b53a3c216a8ab9126b7ac222e261d3f8917ca
https://api.github.com/repos/formatjs/babel-plugin-react-intl/commits/429956ced713398467ef98b75111175172469a0b,https://github.com/formatjs/babel-plugin-react-intl/commit/429956ced713398467ef98b75111175172469a0b
https://api.github.com/repos/GianlucaGuarini/icaro/commits/a910a6a3137f9b6d4b262c4749bc784fb0f0d2a8,https://github.com/GianlucaGuarini/icaro/commit/a910a6a3137f9b6d4b262c4749bc784fb0f0d2a8
https://api.github.com/repos/github/fetch/commits/66065840c9500d89416bd99f9927a3c6574c05af,https://github.com/github/fetch/commit/66065840c9500d89416bd99f9927a3c6574c05af
https://api.github.com/repos/gitpoint/git-point/commits/9b54b8e1bed409d44737fc8e175922395d620742,https://github.com/gitpoint/git-point/commit/9b54b8e1bed409d44737fc8e175922395d620742
https://api.github.com/repos/glittershark/reactable/commits/2ac31a54a00db4a80a51934f01aa97d20fe4e404,https://github.com/glittershark/reactable/commit/2ac31a54a00db4a80a51934f01aa97d20fe4e404
https://api.github.com/repos/godmodelabs/flora-sql-parser/commits/f990bcbcffdee17c60d80390e3a69c0d73cf47fd,https://github.com/godmodelabs/flora-sql-parser/commit/f990bcbcffdee17c60d80390e3a69c0d73cf47fd
https://api.github.com/repos/goodybag/mongo-sql/commits/2976872d2905ffa1716242e33e645d2d848793c7,https://github.com/goodybag/mongo-sql/commit/2976872d2905ffa1716242e33e645d2d848793c7
https://api.github.com/repos/graypegg/chromatism/commits/4d0327af1337061e1a3973a4f4a01828baf0bd9e,https://github.com/graypegg/chromatism/commit/4d0327af1337061e1a3973a4f4a01828baf0bd9e
https://api.github.com/repos/greena13/react-hotkeys/commits/01cd3747e6949192e53250732c8bb721c5e69d73,https://github.com/greena13/react-hotkeys/commit/01cd3747e6949192e53250732c8bb721c5e69d73
https://api.github.com/repos/greena13/react-hotkeys/commits/fc8338814a345ee15003fdde426af1ff70cab386,https://github.com/greena13/react-hotkeys/commit/fc8338814a345ee15003fdde426af1ff70cab386
https://api.github.com/repos/grpc/grpc-web/commits/fa21417814b53e3b61f5076a5e5d6d84fa1a2d02,https://github.com/grpc/grpc-web/commit/fa21417814b53e3b61f5076a5e5d6d84fa1a2d02
https://api.github.com/repos/Grsmto/simplebar/commits/263f30c60f1f71ff512d54d0bb693dff41809fb9,https://github.com/Grsmto/simplebar/commit/263f30c60f1f71ff512d54d0bb693dff41809fb9
https://api.github.com/repos/gyzerok/adrenaline/commits/a7db118d2bfb73d05cce558cfea898623a23a6f3,https://github.com/gyzerok/adrenaline/commit/a7db118d2bfb73d05cce558cfea898623a23a6f3
https://api.github.com/repos/hapijs/glue/commits/aa30a14d90e46c40c037ffc20e28bfcdada7252b,https://github.com/hapijs/glue/commit/aa30a14d90e46c40c037ffc20e28bfcdada7252b
https://api.github.com/repos/hotwired/turbo-rails/commits/3e8e6a04b949d2e8d64e87354a45913835cf5b91,https://github.com/hotwired/turbo-rails/commit/3e8e6a04b949d2e8d64e87354a45913835cf5b91
https://api.github.com/repos/hotwired/turbo-rails/commits/63011bc97f7d93ba17e4913d783f8b37c5ba6ea4,https://github.com/hotwired/turbo-rails/commit/63011bc97f7d93ba17e4913d783f8b37c5ba6ea4
https://api.github.com/repos/htreu/OpenHAB-HomeKit-Bridge/commits/17b7ac90b1427e7a82f96c906e267c031413fa20,https://github.com/htreu/OpenHAB-HomeKit-Bridge/commit/17b7ac90b1427e7a82f96c906e267c031413fa20
https://api.github.com/repos/hughsk/flat/commits/1a0675173fd8381c3d2bc25c02af100959e15046,https://github.com/hughsk/flat/commit/1a0675173fd8381c3d2bc25c02af100959e15046
https://api.github.com/repos/humanwhocodes/computer-science-in-javascript/commits/92a85aff5ac5130c28c3979cc2c018d989847592,https://github.com/humanwhocodes/computer-science-in-javascript/commit/92a85aff5ac5130c28c3979cc2c018d989847592
https://api.github.com/repos/jasonmerino/react-native-simple-store/commits/8b1f4437ba6932f09b09b47677cfb67fedd4e2f3,https://github.com/jasonmerino/react-native-simple-store/commit/8b1f4437ba6932f09b09b47677cfb67fedd4e2f3
https://api.github.com/repos/jdeal/qim/commits/cf235343a4724e1f541e899aabae647ddde6c004,https://github.com/jdeal/qim/commit/cf235343a4724e1f541e899aabae647ddde6c004
https://api.github.com/repos/jgable/gulp-cache/commits/5d747e779a9cd4c778e13fabbea660923d0fd42e,https://github.com/jgable/gulp-cache/commit/5d747e779a9cd4c778e13fabbea660923d0fd42e
https://api.github.com/repos/jlmakes/rematrix/commits/422ce6a2e615a69bee5897857d51c6835512663e,https://github.com/jlmakes/rematrix/commit/422ce6a2e615a69bee5897857d51c6835512663e
https://api.github.com/repos/jlmakes/scrollreveal/commits/eec79d8be7178975a3b893dcbee36d1f91fc0ec8,https://github.com/jlmakes/scrollreveal/commit/eec79d8be7178975a3b893dcbee36d1f91fc0ec8
https://api.github.com/repos/jneen/pjs/commits/e7a848d5df93593c77a080d914911f49ee63f89b,https://github.com/jneen/pjs/commit/e7a848d5df93593c77a080d914911f49ee63f89b
https://api.github.com/repos/johno/immutable-css/commits/f61c273ed4fb7de1fee8f47082a04ab6d6b5ae23,https://github.com/johno/immutable-css/commit/f61c273ed4fb7de1fee8f47082a04ab6d6b5ae23
https://api.github.com/repos/jonbern/fetch-retry/commits/7c747023736776b5c0614ff3b0fd72f804c7f001,https://github.com/jonbern/fetch-retry/commit/7c747023736776b5c0614ff3b0fd72f804c7f001
https://api.github.com/repos/jonbern/fetch-retry/commits/eb1167ad4f1868086d225947aee0558bfa96e8e4,https://github.com/jonbern/fetch-retry/commit/eb1167ad4f1868086d225947aee0558bfa96e8e4
https://api.github.com/repos/joshburgess/redux-most/commits/034825346b67c19d5680ee12ee03805689e67dac,https://github.com/joshburgess/redux-most/commit/034825346b67c19d5680ee12ee03805689e67dac
https://api.github.com/repos/joshgeller/react-redux-jwt-auth-example/commits/37a46bfc0413568d0419a99828dad6ed96c6cbf6,https://github.com/joshgeller/react-redux-jwt-auth-example/commit/37a46bfc0413568d0419a99828dad6ed96c6cbf6
https://api.github.com/repos/joshgeller/react-redux-jwt-auth-example/commits/43f23a5a1ee6dd44f78ec1219b3473e9bb3e42f5,https://github.com/joshgeller/react-redux-jwt-auth-example/commit/43f23a5a1ee6dd44f78ec1219b3473e9bb3e42f5
https://api.github.com/repos/JPeer264/node-semantic-git-commit-cli/commits/9a374e3fc08f949e9ee88a2f5caf3ed81cc728d9,https://github.com/JPeer264/node-semantic-git-commit-cli/commit/9a374e3fc08f949e9ee88a2f5caf3ed81cc728d9
https://api.github.com/repos/jprichardson/string.js/commits/0bc4ceeddc08231e19b95bfd6fbb00e9397d1026,https://github.com/jprichardson/string.js/commit/0bc4ceeddc08231e19b95bfd6fbb00e9397d1026
https://api.github.com/repos/jquatier/eureka-js-client/commits/81221bee5b31587011a8caf1af3671f3d5080b46,https://github.com/jquatier/eureka-js-client/commit/81221bee5b31587011a8caf1af3671f3d5080b46
https://api.github.com/repos/JS-Challenges/recursion-prompts/commits/0080c4f29056b276c5bb893d385f0cf21746c5bd,https://github.com/JS-Challenges/recursion-prompts/commit/0080c4f29056b276c5bb893d385f0cf21746c5bd
